Job Title,Salary Estimate,Job Description,Company Name
"Senior Data Scientist, Analytics - Growth",$85K - $164K (Glassdoor est.),"Discord is looking for an experienced and self-driven Data Scientist to join our Growth Data Science team. Growth Data Scientists partner closely with our Growth partners (PMs, Engineering, Design) to build features that can welcome, delight, and retain our users. Our goal is to grow the number of users who are actively using Discord and getting value from it. If helping make Discord an even better place to hang out with your friends and communities sounds like an exciting challenge - we'd love to chat with you! Check out our blog about how our team informs strategy &amp; innovation at Discord&nbsp;here! What You’ll Be Doing: Partner with teams through the full lifecycle of data analytics from ideation and exploratory analysis, to building dashboards and reports Be a champion of A/B testing and help groups throughout the company design, analyze, and interpret A/B tests correctly Define KPIs and diagnostic metrics that help improve the user experience, encapsulating these measures in clean crisp dashboards that provide the company with timely and actionable information Dive deep in our data to understand our users, analyze patterns, identify emerging trends, and surface recommendations that will shape the future of our product roadmap Use our amazing infrastructure to quickly and easily build custom data sets to monitor novel product features and processes Collaborate with data and engineering teams to design scalable and future-proof instrumentation&nbsp; You Will Thrive In This Role If You Have: 4+ years of experience autonomously translating ambiguous business problems into deep informative insights through hands-on analytics 4+ years experience writing excellent SQL 3+ years of experience in the design, analysis, and interpretation of A/B tests in a large data environment 2+ years querying from large, complex data warehouses like Snowflake, Hive, or BigQuery. 2+ years of experience building performant dashboards using Tableau, Looker, or similar software - with proficiency in designing clean crisp visualizations Excellent communication skills, with the ability to translate complicated findings or technical approaches in easy-to-understand ways A desire to work in a fast-paced environment with many unsolved problems! &nbsp; Bonus Points: Experience with writing production ETL&nbsp; Experience with technical leadership, being the point person for one or more stakeholder groups Experience with data collection, modeling, or analysis for complex user funnels. Including sign-in/sign-up, new user onboarding, account setup, etc. Experience with statistical analysis using R, Python, or advanced SQL.&nbsp; Passion for Discord or online communities&nbsp; #LI-JF1Benefits and Perks - Eligible to Fulltime Employees Comprehensive medical insurance including Health, Dental and Vision (plus up to $20,000 for gender affirmation procedures) Mental health resources and quarterly wellness stipends 16+ paid holidays, 4 weeks of PTO + use-what-you-need sick days&nbsp; Paid parental leave (plus fertility, adoption and other family planning benefits) Generous stipends for headphones, your remote work setup, and lunch on a daily basis (while we’re all remote)&nbsp; Flexible long-term work options (remote and hybrid) Volunteer time off A diverse slate of Employee Resource Groups&nbsp; Plus commuter contributions and other perks for office-based employees About Us Discord is a voice, video and text app that helps friends and communities come together to hang out and explore their interests — from artists and activists, to study groups, sneakerheads, plant parents, and more. With 150 million monthly users across 19 million active communities, called servers, Discord has grown to become one of the most popular communications services in the world. Discord was built without selling ads or user data and instead, offers a premium subscription called Nitro that gives users special perks like higher quality streams and fun customizations. We’re working toward an inclusive world where no one feels like an outsider, where genuine human connection is a click, text chat, or voice call away. A place where everyone can find belonging. Challenging? Heck yes. Rewarding? Double heck yes. It’s a mission that gives us the chance to positively impact millions of people all over the world. So if this strikes a chord with you, come build belonging with us!","Discord
4.4"
"Senior Data Scientist, Insights Platform",$111K - $214K (Glassdoor est.),"Data, Research & Insights
Data Science
The Platform team creates the technology that enables Spotify to learn quickly and scale easily, enabling rapid growth in our users and our business around the globe. Spanning many disciplines, we work to make the business work; creating the frameworks, capabilities and tools needed to welcome a billion customers. Join us and help to amplify productivity, quality and innovation across Spotify.
Location
New York or Remote Americas
Job type
Permanent","Spotify
4.2"
"Data Scientist - Tiktok Ads, Growth Marketing",$92K - $203K (Glassdoor est.),"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

The mission of TikTok Ads Platform is to connect global advertisers and users, advertisers of any industry and experience level are able to get suitable marketing solutions, then easily create, manage and optimize ads. The vision is to build an easy-to-understand, easy-to-use and powerful Ads Platform.

The Ad Growth team is responsible for driving advertising growth on TikTok platform. We achieve it by acquiring and retaining advertisers through brand marketing, performance marketing, organic growth initiatives and customer management. We build products that allow us to reach more audiences, improve targeting, optimize bidding, better measure incrementally.


We are looking for experienced Data Scientists to influence the product roadmaps for the Ad Growth team.
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.
TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at USRC@tiktok.com.","ByteDance
4.2"
"Data Scientist, Operations Data Science",Employer Provided Salary:$95K,"Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the following:

In-office locations: Mountain View, CA, USA.
Remote location(s): United States.
Minimum qualifications:
Master's degree in Operations Research, Industrial Engineering, Statistics, related field, or equivalent practical experience.
2 years of relevant work experience (e.g., as a data scientist) or equivalent. Analytical engagements outside class work while at school can be included.
Experience with statistical software (e.g., R, Python) and database languages (e.g., SQL)



Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.","Google
4.5"
Data Scientist,Employer Provided Salary:$117K,"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
Analytics is a competitive differentiator for Nike and is fundamentally changing how the company serves athletes and consumers around the world. The Nike Commercial Analytics team builds analytic-based solutions to manage marketplace and optimize the supply chain. Using big data, advanced analytics and state-of-the-art technology, the team strives to ensure that Nike gets the right product to the right place at the right time for the consumers.","Nike
4.2"
"Data Scientist, Freemium Innovation",$95K - $206K (Glassdoor est.),"Data, Research & Insights
Data Science
We’re looking for a Data Scientist to join a team leading efforts to further expand our customer offering for Spotify.
Location
New York or Remote Americas
Job type
Permanent
With a focus on innovation projects, you will be part of a small, agile, and constantly evolving team, working to identify and execute upon growth opportunities that meet our ambitious commercial and user experience goals.","Spotify
4.2"
Mathematician,Employer Provided Salary:$75K - $93K,"NSA Overview The professionals at the National Security Agency (NSA) have one common goal: to protect our nation. The mission requires a strong offense and a steadfast defense. The offense collects, processes, and disseminates intelligence information derived from foreign signals for intelligence and counterintelligence purposes. The defense prevents adversaries from gaining access to sensitive classified national security information. At NSA, mathematics is a core discipline and is present in every aspect of the mission. Mathematicians bring a wealth of expertise including, but not limited to, number theory, finite field theory, coding theory, Fourier analysis, graph theory, probability, and statistics. They work on some of the hardest problems associated with signals intelligence (the interception, collection, and analysis of foreign signals) and information security (assuring confidentiality, integrity, and availability of information). Mathematicians have the opportunity to learn and experiment in areas far from their academic training. These opportunities and core mission needs help make NSA the largest employer of mathematicians in the country. Description of Position NSA is actively seeking mathematicians to join a vibrant community of mathematicians, statisticians, physicists, computer scientists, and other intelligence professionals. Newly-hired mathematicians begin their careers in the Mathematics Development Program (MDP). The goal of the three-year MDP is to train mathematicians to be broadly knowledgeable in the spectrum of mathematical sciences used at NSA. To accomplish this goal, MDP members study cryptologic mathematics and related subjects in Agency taught classes and complete 6-month tours in diverse NSA offices. Graduates of the MDP may choose their first permanent assignments from any of the NSA Directorates, depending on availability. The Agency is unique in its ability to offer the opportunity to work in diverse areas of Applied Mathematics. In addition to cryptologic mathematics, mathematicians work in: - Signals analysis - Data compression - Machine learning - Data science - Human language technology - Speech/image/video processing - Analysis of communication networks - Network vulnerability analysis - Cybersecurity Additionally, computing is an essential component of mathematics at NSA and mathematicians must use a variety of computing platforms to test ideas and implement solutions. While there is no specific requirement for any previous programming or computing experience, a mathematician must be willing to learn to use computers effectively.","National Security Agency
3.5"
"Staff Data Scientist, Platform",Employer Provided Salary:$150K,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Products and Technology
Job Details
We are looking for an experienced Data Scientist to support the Platform product area at Slack. The Platform ecosystem is a critical component of Slack’s strategy to become the place where work happens. It enables users to truly customize Slack and integrate their everyday tools to streamline and speed up work!

Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.
As a federal contractor, Salesforce is required to verify that all US-based employees are fully vaccinated against COVID-19. If you receive an offer and are unable to get vaccinated for religious or medical reasons, you may request a reasonable accommodation.","Salesforce
4.5"
Entry Level Data Scientist: 2022,$61K - $140K (Glassdoor est.),"Introduction
As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing information, communicating outcomes and collaborating on product development. Work with Best in Class open source and visual tools, along with the most flexible and scalable deployment options. Whether it’s investigating patient trends or weather patterns, you will work to solve real world problems for the industries transforming how we live.

Your Role and Responsibilities
Start dates for this role are January 2022 and later
Data scientists are in demand across IBM’s growth areas. If hired, you will be matched to a team based on business demand, location and fit. Join the forward-thinking teams at IBM solving some of the world’s most complex problems – there is no better place to start your career!

What you’ll do as an Entry Level Data Scientist:
Who You Are:
For more information on our other Entry Level opportunities, please visit here.

These are office based positions in IBM locations including the following. Opportunities in these locations will vary based on demand & will be deleted as filled:

CA - San Francisco, San Jose
CT - Southbury
GA - Brookhaven, Sandy Springs
MA – Andover, Cambridge, Lowell
NY - Armonk, NYC
NC - Research Triangle Park
TX - Austin, Dallas","IBM
4.0"
"Staff Data Scientist, Platform",Employer Provided Salary:$150K,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Products and Technology
Job Details
We are looking for an experienced Data Scientist to support the Platform product area at Slack. The Platform ecosystem is a critical component of Slack’s strategy to become the place where work happens. It enables users to truly customize Slack and integrate their everyday tools to streamline and speed up work!

Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.
As a federal contractor, Salesforce is required to verify that all US-based employees are fully vaccinated against COVID-19. If you receive an offer and are unable to get vaccinated for religious or medical reasons, you may request a reasonable accommodation.","Slack
4.6"
Sr. Data Scientist,$93K - $193K (Glassdoor est.),"Why PlayStation?
PlayStation isn't just the Best Place to Play — it's also the Best Place to Work. Today, we're recognized as a global leader in entertainment producing The PlayStation family of products and services including PlayStation®5, PlayStation®4, PlayStation®VR, PlayStation®Plus, PlayStation™Now, acclaimed PlayStation software titles from PlayStation Studios, and more.
PlayStation also strives to create an inclusive environment that empowers employees and embraces diversity. We welcome and encourage everyone who has a passion and curiosity for innovation, technology, and play to explore our open positions and join our growing global team.
The PlayStation brand falls under Sony Interactive Entertainment, a wholly-owned subsidiary of Sony Corporation.","PlayStation Global
4.0"
Statistician,Employer Provided Salary:$94K - $123K,"Help
This job is open to
The public
U.S. Citizens, Nationals or those who owe allegiance to the U.S.
Clarification from the agency
Open to all U.S. Citizens. This announcement will be utilized to fill positions through the Direct Hire Authority.","US Customs and Border Protection
3.8"
Data Scientist,$80K - $154K (Glassdoor est.),"Our Company:
At Cerebral, we're on a mission to improve access to long-term, high-quality mental health care for all. We believe that everyone everywhere deserves to get the care they need. And how are we doing this? By making care convenient and accessible and tackling the stigma that surrounds mental illness.
Since launching in January 2020, we have gone from a team of 5 to over 3,000 team members across the United States and in the United Kingdom working hand-in-hand to transform access to high-quality mental health care at scale. Our team will not stop building, growing, and iterating until everyone, everywhere can access high-quality mental health care without the high cost, long wait times, and stigma. Simone Biles, world champion gymnast, and mental health advocate joined Cerebral as our Chief Impact Officer to help further our mission.","Cerebral
3.4"
Data Scientist - 100% Remote,Employer Provided Salary:$150K - $175K,"We have an immediate need for an experienced Data Scientist. This permanent position is 100% remote and offers competitive compensation (that will depend on level of experience) as well as an excellent benefits package.
Target Skills and Experience:
5+ years of Data Analytics experience while working as a Data Scientist.
Strong ability to analyze large amounts of data to discover trends and patterns and build predictive models and machine-learning algorithms to support decision making and quality improvement.
Strong ability to evaluate predictive models, including those developed by vendors or other data scientists, and produce actionable insights, strategies, and recommendations to business challenges.",BlueSky Technology Solutions
VP - Data Scientist,$81K - $168K (Glassdoor est.),"VP - Data Scientist
Job Number:
3204780
POSTING DATE: Mar 11, 2022
PRIMARY LOCATION: Americas-United States of America-Georgia-Alpharetta
EDUCATION LEVEL: Bachelor's Degree
JOB: Risk Management
EMPLOYMENT TYPE: Full Time
JOB LEVEL: Vice President
DESCRIPTION","Morgan Stanley
4.0"
Data Science Manager,$80K - $167K (Glassdoor est.),"People love Discord because it connects them with people they care about - friends, family, and communities with shared interests. Tens of millions of users use our world-class audio/video calling, text chat, and collaborative functionality like streaming to communicate every day. As a Manager in the Data Science department, you will coordinate with cross-functional partners like product managers and designers to leverage machine learning, causal inference, and analytics to guide development of innovative product features and ensure that Discord is the best service it can be. Check out our blog about how our team informs strategy & innovation at Discord","Discord
4.4"
"Data Scientist, Marketing Analytics",Employer Provided Salary:$96K - $145K,"Are you interested in working for a Fortune 100 retailer? Do you want to be able to apply your analytical knowledge and experience to help solve constantly changing business and customer facing opportunities?

As a Data Scientist on the Business Analytics Team, you will support Marketing Measurement, identify buying behaviors and lifestyle characteristics of customers, measure the statistically significant purchasing behavior change at the product and customer segment level, develop sales forecasting methodologies, conduct A/B tests, and work with large cloud based datasets.

Additional responsibilities include:
providing research-based consultation and recommendations regarding the personalization of customer interfaces with Publix","Publix
3.8"
Sr. Data Scientist - Dataworks - Remote,Employer Provided Salary:$95K - $136K,"Company: FedEx Services
Job Title: Sr. Data Scientist - Dataworks - Remote
Job Requisition Number: RC488513
Category: Decision Science & Analytics
Pay Type: Exempt
Locations:
Remote, Tennessee 38120
United States

Colorado Residents Only – Compensation: Monthly Salary $7912.24 - $11371.75
The estimate displayed represents the typical salary range or starting rate of candidates hired in Colorado. Factors that may be used to determine your actual salary may include your specific skills, your work location, how many years of experience you have, and comparison to other employees already in this role. This information is provided to applicants in accordance to the Colorado Equal Pay for Equal Work Act.




































Master’s Degree or equivalent in computer science, operations research, statistics, applied mathematics or related quantitative discipline. Directly related PhD preferred. Four (4) years’ work experience in applying data science (machine learning, artificial intelligence, statistical analysis), operations research (optimization, algorithms, mathematical modeling), and data analytics modeling to decrease cost, increase profitability, and improve customer experience. Extensive knowledge in advanced data science and machine learning tools and methods, including the iterative development of analysis pipelines to provide insights at scale. Extensive knowledge and experience in conducting end-to end analyses, including data gathering and requirements specification, processing, analysis, and presentations. Strong understanding of the transportation industry, competitors, and evolving technologies. Experience providing some level of leadership in a general planning or consulting setting. Experience as a leader or a senior member of multi-functional project teams. Strong oral and written communication skills. A related advanced degree may offset the related experience requirements.


This position can be domiciled anywhere in the United States.
The ability to work remotely within the United States may be available based on business need.
Relocation assistance may be available based on business need.


Upload current copy of Resume (Microsoft Word or PDF format only) and answer job screening questionnaire by 5:00 PM CST on Monday, March 14, 2022.","FedEx Services
4.2"
"Data Scientist, Infrastructure",$120K - $220K (Glassdoor est.),"About Pinterest:
Millions of people across the world come to Pinterest to find new ideas every day. It's where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you'll be challenged to take on work that upholds this mission and pushes Pinterest forward. You'll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.
We're looking for an analytical thinker to help us understand how our infrastructure costs scale with our business. You will work closely with the Infrastructure Governance group and a cross functional team of engineering, product and finance stakeholders to increase visibility into our infrastructure related trends and to suggest actions we can take to make it more predictable over time. The ideal candidate will possess both strong technical and analytical skills; be able to communicate technical details, at a level appropriate for the audience.","Pinterest
4.2"
Senior Data Scientist - Analytics,$115K - $202K (Glassdoor est.),"About Us
Launched in 2011, Twitch is a global community that comes together each day to create multiplayer entertainment: unique, live, unpredictable experiences created by the interactions of millions. We bring the joy of co-op to everything, from casual gaming to world-class esports to anime marathons, music, and art streams. Twitch also hosts TwitchCon, where we bring everyone together to celebrate, learn, and grow their personal interests and passions. We're always live at Twitch. Stay up to date on all things Twitch on LinkedIn, Twitter and on our Blog.
About the Role
Amazon Interactive Video Service (IVS) is a managed live video service, within Amazon Web Services (AWS), built on top of Twitch Video. It has one of the world's largest live video networks. IVS powers the many companies that are using live video to uniquely engage and build communities, just as it does for Twitch, where more than a billion hours are streamed live each month.","Twitch
4.0"
Senior Data Scientist - Ranking Team,Employer Provided Salary:$147K - $213K,"Your Job
We’re looking for a Data Scientist to join our growing team here at Indeed. The Ranking team focuses on leveraging our understanding of jobs + Job seekers, and our scale. The team’s mission is to match every jobseeker find the most relevant jobs in their job search. We work hard to ensure each personalized search brings the most relevant and attainable search results for every jobseeker.

Responsibilities:
Conceptualize, analyze, build, test, and implement models that utilize various and diverse data sets to solve problems related to the employment and recruiting industries
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.","Indeed
4.4"
"Lead Data Scientist, Marketing Analytics",$92K - $171K (Glassdoor est.),"Data, Research & Insights
Data Science
Spotify is looking for an extraordinary candidate to join the Marketing and Consumer Insights (MCI) team to support Spotify’s Marketing organization in their pursuit of building a globally loved brand and bringing the next generation of fans to Spotify.
Location
New York or Remote Americas
Job type
Permanent
The primary duties of this role will be to lead the Marketing Analytics team that provides analytical support for our global Freemium Marketing team, leading the measurement and evaluation of our marketing activities to drive greater understanding on our ability to impact brand health and ensure we continuously improve the effectiveness of our marketing investments.","Spotify
4.2"
Senior Data Scientist,Employer Provided Salary:$120K - $165K,"Rocket Travel is looking for a Senior Data Scientist with experience in Python and SQL to join our growing Data Science Team. Remote employment is an option for this role
The Data Science Team oversees building internal-facing decision making tools and product-facing production models that aid in scaling our growing business.
Rocket Travel is a place where you:
Work with a group of intrinsically motivated people with a track record for building successful new businesses from scratch.
Embody curiosity, community, and accountability. We live and build products by these values every day.
Own decisions and take action that can be implemented in a matter of days (or hours).","Rocket Travel, Inc.
4.5"
Data Scientist - Intermediate,$73K - $138K (Glassdoor est.),"A potential candidate is expected to

Design prescriptive type analytical models using python & commercial/open-source solvers, ad-hoc heuristics or metaheuristics.
Clearly be able to define and articulate objective function and constraints of such business problems that are aligned with broader company goals.
Execute benchmarking studies, demonstrate prior experience on solution quality and runtime performance improvement techniques.
Work closely with the software engineering team in the delivery of the developed models.
Be able to analyze and visualize data, perform data cleaning and wrangling activities for passing between functions and models.", 
Decision Science Manager,$50K - $104K (Glassdoor est.),"The Decision Science team focuses on creating innovative mathematical models to inform business decision making through data. The team is interested in all fields related to data science, with emphasis on statistics, operations research, econometrics, and machine learning.

The Decision Science team resides within the Disney Decision Science + Integration (DDSI) organization. DDSI provides internal consulting services for clients across The Walt Disney Company. The DDSI team sits at the intersection of business strategy, advanced analytics, and technology integration to help our partners explore opportunities for analytics, shape business decisions, and drive value. Our work includes conceptualizing new solutions, systems design and development, implementation and integration with business processes, and ongoing business support.

The Decision Science Manager will lead the ideation, development and implementation of statistical and machine learning techniques to resolve and support business decisions. In this position you will act as a thought partner and subject matter expert to develop and refine ideas, generate hypothesis, analyze data and apply advanced statistical models to formulate solutions. The Decision Science Manager focuses on leading complex projects or technical initiatives that materially enhance the team’s capabilities, will assist and mentor team members, and takes a broad perspective to identify innovative solutions concerning system requirements and design.","The Walt Disney Company (Corporate)
4.0"
Data Scientist,$82K - $169K (Glassdoor est.),"Do you want to change the world? We do, too.

Solar penetration is less than 1%, but just one hour of sunlight, if harnessed, could power the entire world for a year. We have the opportunity to change the way energy is produced, distributed and consumed, and we’re looking for talented, committed people to help us drive our growth and achieve our goals.

SunPower is a solar energy solutions company with a rich heritage of pioneering the best solar technologies in the world. Our solutions are unrivaled in terms of long-term reliability, efficiency, and performance. SunPower offers the only solar + storage solution designed and warranted by one company that gives customers control over electricity consumption. Through design, installation, maintenance, and monitoring, SunPower provides its world-class solar solutions to residential and commercial customers across the U.S.

SunPower is changing the way our world is powered every day with a brilliant, passionate, and driven team of more than 2,500 in North America and the Philippines. In an industry that is reshaping the world’s energy future, there’s no better place to be than SunPower.

We believe that our employees create our brand – with each project, each communication, each task completed and each interaction. SunPower welcomes the forward thinkers, the future savers of the world, the freedom chasers and all those demanding better, cleaner energy.","SunPower
3.9"
"Senior Manager, Advanced Analytics Data Scientist",$80K - $137K (Glassdoor est.),"At CHANEL, we are focused on creating an inclusive culture that nurtures personal growth, contributing to collective progress. We believe the uniqueness of each individual increases the diversity, complementarity and effectiveness of our teams. We strongly encourage your application, as we value the perspective, experience and potential you could bring to CHANEL.
Senior Manager, Advanced Analytics Data Scientist:
CHANEL is looking for a Senior Manager, Advanced Analytics Data Scientist to join our Data & Analytics Team in New York, NY. You will play a leading role in operationalizing and managing the BI Team’s portfolio of Advanced Analytics Services. This role will be the primary contact for all Chanel Advanced Analytics service requests. This role interfaces with Group Director, Data & Analytics, and is a key partner for various business and corporate functions throughout CHANEL. Our ideal candidate will have 3-7 years of experience and a passion for leveraging their technical mastery (e.g. statistical programming and model development), quantitative expertise (e.g. machine learning algorithms and how to apply them to solve real-world problem), and strong communication skills to partner with different service owners (e.g. data automation, dashboarding, Robotic Process Automation, etc.) to define and operationalize an Automation Service.","Chanel
3.9"
Staff Data Scientist,Employer Provided Salary:$164K - $238K,"Your Job
The Monetization team’s mission is to ensure that employers can easily and effectively get the word out about their jobs and connect what Indeed delivers to the amount employers pay. Your job will be to build cutting-edge machine learning models and the infrastructure required to support their deployment at scale. You’ll work closely with other data scientists, engineers, and product managers embedded on our cross-functional team to build the tools that support our backend and frontend systems.

Preferred Qualifications
Have full stack experience in data collection, aggregation, analysis, visualization, productionization, and monitoring of data science products
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.","Indeed
4.4"
"Data Scientist - Tiktok Ads, Growth Marketing",$102K - $211K (Glassdoor est.),"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

The mission of TikTok Ads Platform is to connect global advertisers and users, advertisers of any industry and experience level are able to get suitable marketing solutions, then easily create, manage and optimize ads. The vision is to build an easy-to-understand, easy-to-use and powerful Ads Platform.

The Ad Growth team is responsible for driving advertising growth on TikTok platform. We achieve it by acquiring and retaining advertisers through brand marketing, performance marketing, organic growth initiatives and customer management. We build products that allow us to reach more audiences, improve targeting, optimize bidding, better measure incrementally.


We are looking for experienced Data Scientists to influence the product roadmaps for the Ad Growth team.
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.
TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at USRC@tiktok.com.","TikTok
3.5"
Sr. Data Scientist - Consumer Decision Science,Employer Provided Salary:$136K - $204K,"Why Glassdoor?
Our mission is to help people everywhere find a job and company they love. In the process, we're transforming the workplace experience through the power of transparency and further cementing ourselves as the worldwide leader in employer branding and insights. By choosing a career at Glassdoor, you'll be directly contributing toward our vision for a world where transparency empowers the workforce and motivates companies to become better employers.
Please note: This role may be open to remote hiring. Our office locations are in San Francisco, CA; Chicago, IL; Uniontown, OH; London, UK; and Dublin, Ireland.
Data Scientist - Consumer Decision Science", 
"Data Scientist - Tiktok Ads, Growth Marketing",$92K - $203K (Glassdoor est.),"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

The mission of TikTok Ads Platform is to connect global advertisers and users, advertisers of any industry and experience level are able to get suitable marketing solutions, then easily create, manage and optimize ads. The vision is to build an easy-to-understand, easy-to-use and powerful Ads Platform.

The Ad Growth team is responsible for driving advertising growth on TikTok platform. We achieve it by acquiring and retaining advertisers through brand marketing, performance marketing, organic growth initiatives and customer management. We build products that allow us to reach more audiences, improve targeting, optimize bidding, better measure incrementally.


We are looking for experienced Data Scientists to influence the product roadmaps for the Ad Growth team.
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.
TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at USRC@tiktok.com.","ByteDance
4.2"
